equipment_type,category,loss_type,link_type,link,date,manually_changed
Ural-4320,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/6p203Qjd/7.png,,False
Ural-4320,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/HxyLd7jM/1018-unkn-truck-2x.jpg,,False
Ural-4320,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/HxyLd7jM/1018-unkn-truck-2x.jpg,,False
Ural-4320,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/xqr34p57/10-13-2022-UA-Ural-4320-destroyed.png,,False
Ural-4320,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/N0nx31kj/UA-GAZ-66-Zil-130-Ural-4320-destroyed.png,,False
Ural-4320,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/RZS6tgpJ/5g3.png,,False
Ural-4320,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/GpC9Lftt/4f3.png,,False
Ural-4320,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/6QqYyLGV/y6.png,,False
Ural-4320,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/jjdsLDZ5/2025-Ural-4320-07-05-22.jpg,,False
Ural-4320,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/Pf2zCj16/549.png,,False
Ural-4320,"Trucks, Vehicles, and Jeeps","AA gun, destroyed",postimg,https://i.postimg.cc/Nf1n6LYk/433.png,,False
Ural-4320,"Trucks, Vehicles, and Jeeps","AA gun, destroyed",postimg,https://i.postimg.cc/Nf1n6LYk/433.png,,False
Ural-4320,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/nrmjF8wp/3360.png,,False
Ural-4320,"Trucks, Vehicles, and Jeeps",damaged,postimg,https://i.postimg.cc/MH0p4XKm/Ukrainian-Ural-4320.png,,False
Ural-4320,"Trucks, Vehicles, and Jeeps",damaged and captured,postimg,https://i.postimg.cc/GmVqtBjC/328.png,,False
Ural-4320,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/02n6DFYg/314.png,,False
Ural-4320,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/2yMp268K/tt1.png,,False
Ural-4320,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/JnpvdY9K/32.png,,False
Ural-4320,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/JnpvdY9K/32.png,,False
Ural-4320,"Trucks, Vehicles, and Jeeps",captured,postimg,https://postimg.cc/dLpRmzC7,,False
Ural-4320,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/jdRM3Vky/f30.png,,False
Ural-4320,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/4y6PXBMj/Screenshot-8166.png,,False
Ural tanker,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/WpJ41Xjt/436.png,,False
Ural tanker,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/2SzvZzbq/443.png,,False
Ural tanker,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/3JrJjW1H/Screenshot-8172.png,,False
Ural tanker,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/L8n977GC/Screenshot-8173.png,,False
Ural tanker,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/C5t52NPf/Screenshot-8111.png,,False
Ural tanker,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/SQtnjSSN/Screenshot-8112.png,,False
Ural tanker,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/5tqNnVFZ/f3.png,,False
Ural tanker,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/nrdDz39r/5g2.png,,False
KamAZ 6x6,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/4y2CCd1m/1007-kamaz6x6-destr.jpg,,False
KamAZ 6x6,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/sDDyzPWP/373.png,,False
KamAZ 6x6,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/1RVL5bNs/3277.png,,False
KamAZ 6x6,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/J4RXX01Z/3362.png,,False
KamAZ 6x6,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/L4qWQF4C/kaaamazzzzz2.png,,False
KamAZ 6x6,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://postimg.cc/crdYNG8k,,False
KamAZ 6x6,"Trucks, Vehicles, and Jeeps",damaged and captured,postimg,https://i.postimg.cc/yx42BBdm/u1.png,,False
KamAZ 6x6,"Trucks, Vehicles, and Jeeps",captured,postimg,https://postimg.cc/zLGjfVk0,,False
KamAZ 6x6,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/2yMp268K/tt1.png,,False
KamAZ 6x6,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/cLZWjvBp/tt2.png,,False
KamAZ 6x6,"Trucks, Vehicles, and Jeeps",captured,postimg,https://postimg.cc/yD5fb39R,,False
KamAZ 6x6 tanker,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/D0rnMvQc/44f2.png,,False
MAZ-537,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/25RJZzWf/Screenshot-8076.png,,False
MAZ-537,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/7LSW8dKp/35.png,,False
MAZ-500 tanker,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/GmXZ5RDV/64.png,,False
FMTV M1083A1P2,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/x1xtm4D1/2003-Oshkosh-FMTV-M1083-A1-P2-truck-destr.jpg,,False
FMTV M1083A1P2,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/26b4MCdZ/2003-m777-truck-destr.jpg,,False
FMTV M1083A1P2,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/PrDcsPX5/2001.jpg,,False
Mercedes-Benz Unimog U1300L ambulance,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/zfHjyW8Y/2001-unimog.jpg,,False
Pinzgauer Vector 718,"Trucks, Vehicles, and Jeeps",damaged,postimg,https://i.postimg.cc/Bb85pvw6/2000-Pinzgauer-Vector-718.jpg,,False
Pinzgauer Vector 718,"Trucks, Vehicles, and Jeeps",damaged,postimg,https://i.postimg.cc/RhtL6vNB/2000-Pinzgauer-Vector-718-PPV-dam.jpg,,False
Land Rover Snatch,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/v8fYJRDb/46f.png,,False
Land Rover Snatch,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/zfZgczbq/446.png,,False
Land Rover Snatch,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/ydyWpJkc/57.png,,False
UAZ-452 van,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/Kc5kxLHn/hh6.jpg,,False
UAZ-452 van,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/k5mD2Xc6/76.jpg,,False
UAZ-452 van,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/3R9d5LPR/2000.jpg,,False
UAZ-452 van,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/BQndX72n/2003-uaz452-kozak2-destr.jpg,,False
UAZ-452 van,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/90FYgx9C/1013-uaz452-destr.jpg,,False
UAZ-452 van,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/MTZSxKxv/4f21.png,,False
UAZ-452 van,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/Gphj6Dxr/549.png,,False
UAZ-452 van,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/5NpMjjVq/763.png,,False
UAZ-452 van,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/6QHg5QjX/443k.png,,False
UAZ-452 van,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/DwTzQGQT/480.png,,False
UAZ-452 van,"Trucks, Vehicles, and Jeeps",damaged and abandoned,postimg,https://i.postimg.cc/T3K9sgbT/32770.png,,False
UAZ-452 van,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/NFjnSrgK/bl.png,,False
UAZ-452 van,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/d0vnz2LL/2dh.png,,False
UAZ-469 jeep,"Trucks, Vehicles, and Jeeps",destroyed,postlmg,https://postlmg.cc/yWHNY0kF,,False
UAZ-469 jeep,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/C5hRYrst/4f76.png,,False
UAZ-469 jeep,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/t48z389M/2000-UAZ-469-destr.jpg,,False
UAZ-469 jeep,"Trucks, Vehicles, and Jeeps",damaged and abandoned,postimg,https://i.postimg.cc/WpGVCJVL/324.png,,False
UAZ-469 jeep,"Trucks, Vehicles, and Jeeps",damaged and abandoned,postimg,https://i.postimg.cc/kGck4KM2/257.png,,False
UAZ-469 jeep,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/HLT8ySnD/1014.jpg,,False
UAZ-469 jeep,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/tgpMs65F/Screenshot-8026.png,,False
UAZ-469 jeep,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/kXMB2DzL/43.png,,False
UAZ-469 jeep,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/90crT04r/776.png,,False
UAZ-469 jeep,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/vHXz28qN/3f.jpg,,False
Armoured Volkswagen Amarok pickup truck,"Trucks, Vehicles, and Jeeps",damaged and captured,postimg,https://i.postimg.cc/tgB7S9GQ/65.png,,False
MAN KAT 4x4,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/FRwKF7qJ/2007_MAN_KAT_4x4_destr_28_01_24.jpg,,False
Armed pickup truck,"Trucks, Vehicles, and Jeeps","AA gun, destroyed",postimg,https://i.postimg.cc/02vqMs8b/6690.jpg,,False
Armed pickup truck,"Trucks, Vehicles, and Jeeps","AA gun, destroyed",postimg,https://i.postimg.cc/02vqMs8b/6690.jpg,,False
Armed pickup truck,"Trucks, Vehicles, and Jeeps","with KPV HMG, destroyed",postimg,https://i.postimg.cc/Vsn8k6Px/6689.jpg,,False
Armed pickup truck,"Trucks, Vehicles, and Jeeps","HMG, destroyed",postimg,https://i.postimg.cc/gjQnYBXn/87.jpg,,False
Armed pickup truck,"Trucks, Vehicles, and Jeeps","HMG, destroyed",postimg,https://i.postimg.cc/gjQnYBXn/87.jpg,,False
Peugeot P4,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/gkd4DQVG/2000-Peugeot-P4.jpg,,False
Iveco VM90,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/VNW4W9Jw/443f3.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/d0jcH5hy/542.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/4yz0rXTH/6h6.jpg,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/ryd7kXqN/1013.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/QdnM0gx9/4fh.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/BnNpxWwv/33.jpg,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/BnNpxWwv/33.jpg,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/BnNpxWwv/33.jpg,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/RCpCY8cX/8i.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postlmg,https://postlmg.cc/yWr0VsJ4,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/xTtBCC95/6hk.jpg,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/xTtBCC95/6hk.jpg,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/xTtBCC95/6hk.jpg,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/xjHhH1Wr/ku4.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/mkDzPGdT/te2.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/J0bFWpb7/ku3.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/fLSF8zy9/ku1.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/8PB853th/477.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/L8GZd2sh/321.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/vB4Tf41M/764.jpg,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/xdxy9bDS/t1.jpg,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/nzXKrcp9/t2.jpg,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/mg7VFFRp/668.jpg,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://postimg.cc/67ZynDH1,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/8CzFgs7w/g1.jpg,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/4nRZf2Bs/g2.jpg,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/zvgJtQfW/2002.jpg,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://postimg.cc/0zmXQ3ph,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://postimg.cc/YLhbwyrn,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://postimg.cc/1fVJCTY4,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/15GCKJtS/2003-unkn-truck.jpg,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/gjNYh2K4/d35.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/W3smp5Yr/4ff2.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/Yqv4XN4z/2006-truck.jpg,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/CM63zFgJ/443.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/CM63zFgJ/443.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/K8kwYzYC/3d21.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/K8kwYzYC/3d21.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/4NDBkRtF/3326.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/yNPWshtg/53.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/90Ff8tcv/4776.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/J496djT1/43.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",damaged,postimg,https://i.postimg.cc/4xBF4TJG/37.jpg,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",damaged,postimg,https://i.postimg.cc/4xBF4TJG/37.jpg,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",damaged and abandoned,postimg,https://i.postimg.cc/3Jzj3bLL/bnm.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/JnP8Cxr0/Screenshot-8249.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/c1Dj5KT3/3557.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",captured,postimg,https://i.postimg.cc/c1Dj5KT3/3557.png,,False
Unknown truck,"Trucks, Vehicles, and Jeeps",captured,postlmg,https://postlmg.cc/470fJLsW,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/8zp60hrh/32.jpg,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/8zp60hrh/32.jpg,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/ZqBzP3Qx/5gj.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/ZqBzP3Qx/5gj.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/3Nzz7rkv/u1.jpg,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/G3fWvKXm/u2.jpg,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/RVCJ72dZ/u1.jpg,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/wjyvFzmg/446.jpg,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/W43yHnyk/f6.jpg,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/pT562dRV/f7.jpg,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/d0y9nJW1/33y.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/yNgPRr5v/t12.jpg,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/qvjrSD3d/779.jpg,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/RFTN92sS/4467.jpg,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/GphX6Wjv/2001.jpg,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postlmg,https://postlmg.cc/phXQVhnt,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/Hn0ndS94/2007-unkn-veh-destr.jpg,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/VN6x5cGB/477.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/nr1bj67m/4318.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/FKjwYM0x/287.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/xdJMgQ6K/4366.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/Fs3MkFsD/5g3.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/QCrq2DGd/f2f.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/5ynFsWfG/f2fo.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/3wPcHfKr/47.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/BnFFVmwB/370.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/J79Z5wpz/5879.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/05Fc9zXP/438.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/JhSGsCfD/479.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/XqCKrg13/43770.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/KYLDHLBh/5590.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/K8GfvVxC/265.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://i.postimg.cc/bY1908vK/f38.png,,False
Unknown vehicle,"Trucks, Vehicles, and Jeeps",destroyed,postimg,https://postimg.cc/QFzg9x1V,,False
